조사지역,조사기관,1위 후보,1위 지지율(%),2위 후보,2위 지지율(%),격차(%p),링크,제목,본문내용
부산 북갑,메타보이스,하정우,37.0,박민식,26.0,11.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5059052&exception_mode=recommend&search_head=100&page=2,메타보이스 : 부산 북갑 하정우 37% 박민식 26% 한동훈 25%,"지난 4~5일 JTBC가 여론조사 기관 '메타보이스'에 의뢰해 부산 북갑 지역 성인 남녀 501명에게 물은 결과, 민주당 하정우 후보를 지지한다는 응답이 37%로 나타났습니다. 국민의힘 박민식 후보를 지지한다는 응답 26%, 무소속 한동훈 후보를 지지한다는 응답 25%보다 오차범위 밖에서 높게 나타난 겁니다.국민의힘 지지자라고 밝힌 사람들 중에선 53%가 박민식 후보를 지지했고 41%는 한동훈 후보를 지지하는 것으로 나타나 표심이 갈렸습니다.자연스럽게 이 지역에선 국민의힘 박민식 후보와 무소속 한동훈 후보 간의 단일화가 성사될지가 관심사입니다. 하정우 후보와 박민식 후보, 하정우 후보와 한동훈 후보 간의 가상 양자대결이 이뤄질 경우 누구를 지지할지 물어봤더니 '박빙'의 승부를 보이는 것으로 나타났습니다.야권 후보 간 단일화가 필요한지 필요하지 않은지, 단일화를 한다면 박 후보와 한 후보 중 누가 더 적합한지에 대해서도 조사했습니다.여론조사와 관련한 더 자세한 소식은 잠시 후 6시 30분 JTBC 〈뉴스룸〉에서 전해드립니다.〈조사개요〉조사의뢰: JTBC조사일시: 2026년 5월 4~5일조사기관: 메타보이스㈜, ㈜리서치랩조사지역 및 대상: 부산광역시 북구갑 선거구에 거주하는 만 18세 이상 남녀조사내용: 부산 북구갑 다자 대결 지지 후보, 가상 양자 대결, 범야권 후보 단일화 필요도, 범야권 단일 후보 적합도, 지방선거 성격 인식, 이재명 대통령 국정 운영 평가, 지지하는 정당 등조사방법: 무선100% 전화면접(CATI)표본오차: ±4.4%p (95% 신뢰수준)응답률: 15.1%표본의 크기: 501명피조사자 선정방법: 2026년 3월 말 주민등록인구통계에 따라 성별, 연령대별, 권역별 비례할당 후 무작위추출가중치 산출 및 적용 방법: 2026년 3월 말 행정안전부 주민등록 인구 기준 성별, 연령대별, 권역별 가중치 부여 (셀가중)이번 여론조사와 관련한 자세한 사항은 JTBC 홈페이지(www.jtbc.co.kr)나 중앙선거여론조사심의위원회 홈페이지(https://www.nesdc.go.kr)를 참조해주십시오."
강훈식 범진보 차기대선,미상,깜짝,1.0,-,0.0,1.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5058221&exception_mode=recommend&search_head=100&page=2,[천지] 강훈식 범진보 차기대선 깜짝 1위,그리고 이준석은 빼고 김문수 넣었네
,NBS,이재명,67.0,민주,46.0,21.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5058068&exception_mode=recommend&search_head=100&page=2,NBS : 이재명 67% 민주 46% 국힘 18%,"조사개요조사지역: 전국조사기간: 2026년 5월 4일 ~ 5월 6일(3일간)조사대상(모집단): 만 18세 이상 남녀조사방법: 국내 통신 3사가 제공하는 휴대전화 가상번호(100%)를 이용한 전화면접조사표본추출: 성·연령·지역별 층화확률추출표본크기: 1,001명 (가중값 적용 후 1,001명)피조사자 선정방법: 성·연령·지역으로 층화된 가상번호 내 무작위 추출응답률: 19.8% (총 5,066명과 통화하여 그 중 1,001명 응답 완료)접촉률: 28.3%가중치 산출 및 적용: 성･연령･지역별 가중치 부여(셀가중)2026년 3월말 행정안전부 주민등록인구 통계 기준표본오차: 95% 신뢰수준에서 ± 3.1% point조사기관: 엠브레인퍼블릭ㆍ케이스탯리서치ㆍ코리아리서치ㆍ한국리서치이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참고"
,모노리서치,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5057869&exception_mode=recommend&search_head=100&page=2,모노리서치 : 충북 보은군,"㈜모노커뮤니케이션즈/모노리서치가 동남방송(K-LifeTV) 의뢰로 지난 5월 4일부터 5일까지 이틀간 충북 보은군에 거주하는 만 18세 이상 남녀 501명을 대상으로 실시한 여론조사 결과, 후보지지도에서 더불어민주당 하유정 후보는 48.2%, 국민의힘 최재형 후보는 45.7%를 기록했다. 두 후보 간 격차는 2.5%p로, 표본오차인 ±4.4%p 범위 안이다. 기타 후보는 1.0%, 지지 후보 없음은 3.2%, 잘 모름·무응답은 1.9%였다. 이번 조사에서 정당지지도는 더불어민주당 50.6%, 국민의힘 37.4%로 나타났다. 조국혁신당은 0.7%, 진보당 0.2%, 개혁신당 1.0%, 기타 정당 2.0%였으며, 지지정당이 없다는 응답은 8.0%, 잘 모름·무응답은 0.2%로 집계됐다. (중략) 이번 여론조사는 충북 보은군 거주 만 18세 이상 남녀 501명을 대상으로 무선전화 ARS 방식으로 진행됐다. 표본은 통신 3사에서 제공받은 가상번호 100%를 사용했으며 응답률은 17.1%, 표본오차는 95% 신뢰수준에서 ±4.4%p다. 성별·연령별·지역별 가중값은 2026년 4월 말 행정안전부 주민등록 인구 기준에 따라 부여됐다. 기타 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조하면 된다. 출처 : K-Life TV(https://www.k-lifetv.co.kr)"
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5057524&exception_mode=recommend&search_head=100&page=3,여조꽃 : 인천 계양을,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5057521&exception_mode=recommend&search_head=100&page=3,여조꽃 : 인천 연수갑,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5057519&exception_mode=recommend&search_head=100&page=3,여조꽃 : 경기 하남갑,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,토마토,이재명,60.0,민주,46.4,13.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5057482&exception_mode=recommend&search_head=100&page=3,토마토 : 이재명 60% 민주 46.4% 국힘 29.8%,"지지 정당별로 보면 민주당 지지층에서도 찬성 53.9% 대 반대 28.3%로, 정 대표의 연임에 찬성다는 응답이 50%를 상회했습니다. 국민의힘 지지층에선 찬성 10.4% 대 반대 68.3%로, 반대 응답이 70%에 달할 정도로 높았습니다.지지 정당별로 보면 국민의힘 지지층에선 '유지' 58.8% 대 '사퇴' 29.9%로, 당대표직을 ""유지해야 한다""는 응답이 높았습니다. 다만 국민의힘 지지층에서도 역시 사퇴해야 한다는 응답이 5달 전에 비해 14.0%에서 29.9%로, 15.9%포인트 올랐습니다. 민주당 지지층에선 '사퇴' 49.0% 대 '유지' 38.5%였습니다.조사개요이번 조사는 <뉴스토마토> 의뢰로 미디어토마토가 지난 4일부터 5일까지 이틀간 만 18세 이상 전국 성인남녀 1038명을 대상으로 실시됐으며, 표본오차는 95% 신뢰수준에 ±3.0%포인트입니다. ARS(RDD) 무선전화 방식으로 진행됐으며, 응답률은 3.0%입니다. 2026년 4월 말 행정안전부 주민등록 인구를 기준으로 성별·연령별·지역별 가중값을 산출했고 셀가중을 적용했습니다. 그 밖의 자세한 조사 개요와 결과는 중앙선거여론조사심의위원회 홈페이지를 참조하면 됩니다."
강원 양양군,에이스리서치,민주,46.1,국힘,41.5,4.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5057262&exception_mode=recommend&search_head=100&page=3,에이스리서치 : 강원 양양군 민주 46.1% 국힘 41.5%,"강원도지사 지지율은 민주당 우상호 후보 46.5%, 국민의힘 김진태 후보 44.5%였다.[2026 지방선거 양양군수 여론조사 개요] ■ 조사의뢰 : 강원일보 ■ 조사기관 : 에이스리서치■ 조사일자 : 2026년 5월 4일 ~ 5월 5일(2일간)■ 대상: 강원특별자치도 양양군에 거주하는 만 18세 이상 남녀 509명■ 조사방법 : 구조화된 설문지를 이용한 ARS 조사(무선 100%)■ 피조사자 선정 방법 : 통신 3사 제공 무선 가상번호■ 응답률 : 15.6%■ 오차 보정 방법 : 2026년 3월 말 행정안전부 발표 주민등록인구통계 기준 셀가중 방식으로 성별·연령대별·지역별 가중치 부여■ 표본오차 : 95% 신뢰수준에 ±4.3%포인트■ 내용 : 정당 지지도 및 차기 양양군수 지지도, 선택기준, 차기 강원특별자치도지사 지지도 등(중앙선거여론조사심의위원회 홈페이지 참조)"
울산 북구청장,공정,이동권,37.2,박천동,31.9,5.3,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5056977&exception_mode=recommend&search_head=100&page=3,공정 : 울산 북구청장 이동권 37.2% 박천동 31.9%,"북구청장 지지도에서는 더불어민주당 이동권 후보 37.2%, 국민의힘 박천동 후보 31.9%, 진보당 이은영 후보 17.8%로 이 후보가 박 후보를 오차범위내에서 접전을 펼치고 있는 것으로 나왔다.조사개요지난 4~5일 진행된 이번 여론조사는 울산매일신문·KBS울산방송의 의뢰로 여론조사공정이 이동통신 3사로부터 무작위 추출로 제공받은 가상번호와 유선전화 8개 국번 0001~9999 생성 후 무작위 추출한 피조사자를 선정했다.이번 조사는 울산 북구 거주 만 18세 이상 남녀 503명을 대상으로 무선전화 ARS(80%), 유선 RDD ARS(20%) 조사 방식으로 진행했다. 응답률은 4.6%, 표본오차는 95% 신뢰 수준에 ±4.4%p다.자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다."
울산시장,공정,김두겸,37.1,김상욱,32.9,4.2,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5056931&exception_mode=recommend&search_head=100&page=3,공정 : 울산시장 김상욱 32.9% 김두겸 37.1% 김종훈 14.2%,"정당 지지도만을 묻는 질문에서는 더불어민주당 34.0%, 국민의힘 38.2%, 조국혁신당 2.3%, 진보당 10.7%, 개혁신당 3.7%, 기타 정당 1.9%로 나왔다. 지지 정당 없음 7.4%, 잘 모름 1.7%였다.지난 5월 4~5일 진행된 이번 여론조사는 울산매일신문·KBS울산방송의 의뢰로 여론조사공정이 이동통신 3사로부터 무작위 추출로 제공받은 가상번호와 유선전화 62개 국번 0001~9999 생성 후 무작위 추출한 피조사자를 선정했다. 울산시장 ·교육감 선거는 울산 거주 만 18세 이상 남녀 804명을 대상으로 무선전화 ARS(80%), 유선 RDD ARS(20%) 조사 방식으로 진행했다. 응답률은 6.1%, 표본오차는 95% 신뢰 수준에 ±3.5%p다.자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다."
경기 용인시,한길리서치,현근택,47.9,이상일,40.4,7.5,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5056591&exception_mode=recommend&search_head=100&page=3,한길리서치 : 경기 용인시 현근택 47.9% v 이상일 40.4%,"※이번 조사는 인천일보가 ㈜한길리서치에 의뢰해 5월 4일부터 5일까지 이틀간 용인시에 거주하는 만 18세 이상 남녀 500명을 대상으로 진행됐다. 무선전화 가상번호(100.0%)를 통한 자동응답(ARS) 방식이며, 응답률은 5.9%다. 2026년 3월 말 행정안전부 주민등록 인구 기준으로 성별·연령별·지역별 가중값을 부여했다. 표본오차는 95% 신뢰수준에서 ±4.4%p다. 자세한 내용은 중앙선거여론조사심의위원회 누리집 참조.출처 : 인천일보(https://www.incheonilbo.com)"
,조원,정원오,50.2,오세훈,38.0,12.2,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5056162&exception_mode=recommend&search_head=100&page=3,조원 : 정원오 50.2 % 오세훈 38.0%,
강릉시 여론조사 - 강원도지사 우상호 강릉시장,미상,김중남,1.0,-,0.0,1.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5055817&exception_mode=recommend&search_head=100&page=3,"강릉시 여론조사 - 강원도지사 우상호, 강릉시장 김중남 1위","이번 조사는 스트레이트뉴스 의뢰로 조원씨앤아이가 2026년 5월 3~4일 강원특별자치도 강릉시 만 18세 이상 남녀 501명을 대상으로 ARS 여론조사(휴대전화 가상번호 100%, 성, 연령대, 지역별 비례할당 무작위 추출)를 실시한 결과다. 표본수는 501명(총 통화시도 5668명, 응답률 8.8%), 표본오차는 95% 신뢰수준에 ±4.4%p다. 2026년 3월말 행정안전부 발표 주민등록인구를 기준으로 성별, 연령별, 지역별 가중값을 부여했다. 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다. - dc official App"
서울,조원,민주,45.6,국힘,33.1,12.5,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5055791&exception_mode=recommend&search_head=100&page=3,조원 : 서울 민주 45.6% 국힘 33.1%,"이번 조사는 스트레이트뉴스 의뢰로 조원씨앤아이가 2026년 5월 4일~5일 2일간 서울특별시 거주 18세 이상 남녀 대상으로 ARS 여론조사(휴대전화 가상번호 100%, 성, 연령대, 지역별 비례할당 무작위 추출)를 실시한 결과다. 표본수는 802명(총 통화시도 1만2489명, 응답률 6.4%), 표본오차는 95% 신뢰수준에 ±3.5%p다. 그 밖의 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다.출처 : 스트레이트뉴스(https://www.straightnews.co.kr)"
창원시장 민주,미상,송순호,43.7,강기윤,42.0,1.7,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5055608&exception_mode=recommend&search_head=100&page=3,창원시장 민주 송순호 43.7% 국힘 강기윤 42%,양자대결시 더불어민주당 송순호 44.8% 국민의힘 강기윤 43.1% 의창구 민주 45.4% 국힘 42.3% 성산구 민주 43.2% 국힘 37.0% 마산합포 민주 41% 국힘 48% 마산회원 민주 37% 국힘 49% 진해구 민주 51% 국힘 35% https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18514&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1 중앙선거여론조사심의위원회중앙선거여론조사심의위원회www.nesdc.go.kr - dc official App
,데일리리서치,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5055114&exception_mode=recommend&search_head=100&page=3,데일리리서치 : 충남 계룡시,"이번 조사는 뉴스티앤티 의뢰로 (주)데일리리서치에서 5월 2일부터 3일까지 이틀 동안 충청남도 계룡시에 거주하는 만 18세 이상 남녀 503명을 대상으로 실시했다. 조사방법은 유무선 ARS 전화조사(휴대전화 가상번호 90%, 유선전화 RDD 10%)이며, 최종 응답률은 9.5%, 표본오차는 95% 신뢰수준에서 ±4.4%p다. 가중값은 2026년 3월 말 행정안전부 주민등록 인구통계 기준 성별, 연령별, 지역별 가중치(셀가중)를 부여했다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다."
대전시장,알앤써치,허태정,50.3,이장우,36.4,13.9,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=5055072&exception_mode=recommend&search_head=100&page=3,알앤써치 : 대전시장 허태정 50.3% v 이장우 36.4%,"<뉴스핌 대전세종충남본부>가 여론조사 전문기관 알앤써치에 의뢰해 5월 3일부터 4일까지 실시대전 거주 만 18세 이상 성인 809명을 대상으로 무선 ARS 자동응답 100% 방식으로 진행됐다. 표본오차는 95% 신뢰수준에서 ±3.4%포인트, 응답률은 6.7%다.통계보정은 2026년 3월 행정안전부 주민등록 인구통계를 기준으로 성·연령·지역별 셀가중을 적용했으며 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다."
